id,emp1,emp2,type
1802,Goins and Associates,Goins & Associates,
1803,Goins and Associates,Goins and Associates,
1804,Golden Associates Landscape Architects,Golden associates,
1805,Golden Associates Landscape Architects,Golden Associates Landscape Architects,
1806,Golden Associates Landscape Architects,Golden Associates Landscape Architecture,
1807,Golden Crown Financial Inc.,Golden Crown Financial Inc.,
1808,Golden Gate Audobon Society,Golden Gate Audobon Society,
1809,Golden Gate Recycling & Disposal Company,Golden Gate Recycling & Disposal Company,
1810,Golden Gate Restaurant Association,Golden Gate Restaurant Association,NULL
1811,Golden Gate University,Golden Gate University,
1812,Golden Land Investment,Golden Land Investment,NULL
1813,Golden State Awards,Golden State Awards,
1814,Golden State Supply,Golden State Supply,
1815,Golden State Warriors,Golden State Warriors,
1816,Goldenland Investment,Goldenland Investment,
1817,Goldfarb & Lipman LLP,Goldfarb & Lipman LLP,NULL
1818,"Goldfarb & Lipman, LLP","Goldfarb & Lipman, LLP",
1819,"GoldMail, Inc.","GoldMail, Inc.",NULL
1820,Goldman Hunt and Notz LLP,Goldman Hunt and Notz LLP,
1821,"Goldstein, Gellman, Melbostad, Harris & McSparran","Goldstein, Gellman, Melbostad, Harris & McSparran",NULL
1822,Gonzales For School Board,Gonzales For School Board,
1823,Good Cents for Oakland,Good Cents for Oakland,
1824,Good Government Political Action Committee,Good Government Political Action Committee,
1825,Good Jobs JAC a Sponsored Comm of Unite Here Local 2850 #1302168,Good Jobs JAC a Sponsored Comm of Unite Here Local 2850 #1302168,Union
1826,Good Jobs JAC a Sponsored Comm of Unite Here Local 2850 #1302168,"Good Jobs PAC, A Sponsored Committee of Unite Here Local 2850",Union
1827,Good Vibrations,Good Vibrations,
1828,Goodfellow Top Grade Construction,Goodfellow Construction,
1829,Goodfellow Top Grade Construction,Goodfellow Corporation,
1830,Goodfellow Top Grade Construction,Goodfellow Top Grade Construction,
1831,Goodfellow Top Grade Construction,Top Grade Construction,
1832,Goodfellow Top Grade Construction,"Top Grade Construction, Inc.",
1833,Goodfellow Top Grade Construction,"Goodfellow Top Grade Construction, LLC",
1834,Goodyear Peterson Hayward & Associates,Goodyear - Peterson LLC,
1835,Goodyear Peterson Hayward & Associates,Goodyear Peterson Hayward & Associates,
1836,Goodyear Petterson,Goodyear Petterson,
1837,"Google, Inc.",Google,NULL
1838,"Google, Inc.",Google  Inc.,NULL
1839,"Google, Inc.",GOOGLE,
1840,"Google, Inc.",Google Inc.,
1841,"Google, Inc.","Google, Inc.",
1842,"Gordon & Associates, Inc.","Gordon & Associates, Inc.",NULL
1843,"Gordon & Polland, LLP","Gordon & Polland, LLP",
1844,Gordon Pest Control,Gordon Pest Control,NULL
1845,Government,Government,NULL
1846,Government Accountability Office,Government Accountability Office,
1847,Government Relations,Government Relations,NULL
1848,"Governmental Advocates, Inc.","Governmental Advocates, Inc.",NULL
1849,"GPB Scientific, LLC",GPB Scientific,
1850,"GPB Scientific, LLC","GPB Scientific, LLC",
1851,"Grace & Co., Inc",Grace & Co. Inc,
1852,"Grace & Co., Inc",Grace & Co.,
1853,"Grace & Co., Inc","Grace & Co., Inc",
1854,"Gracenote, Inc.","Gracenote, Inc.",
1855,Graduate Theological Union,Graduate Theological Union,
1856,Grand Transport Agency,Grand Transport Agency,
1857,Granite Capital,Granite Capital,NULL
1858,Granthelpers.Com,Granthelpers.Com,
1859,Gravity Renewables,Gravity Renewables,
1860,Gray  Greer Shelby & Vaugn LLC,Gray  Greer  Shelby & Vaughn LLC,NULL
1861,Gray  Greer Shelby & Vaugn LLC,Gray  Greer Shelby & Vaugn LLC,
1862,"Gray & Reynolds Properties, Inc.",Gray & Reynolds Properties  Inc,NULL
1863,"Gray & Reynolds Properties, Inc.","Gray & Reynolds Properties, Inc.",
1864,Gray-Robinson  P.A.,Gray Robinson,
1865,Gray-Robinson  P.A.,Gray Robinson  P.A.,NULL
1866,Gray-Robinson  P.A.,Gray-Robinson  P.A.,NULL
1867,Gray-Robinson  P.A.,"GrayRobinson, P.A.",
1868,"Gray, Greer, Shelby & Vaughn LLC","Gray, Greer, Shelby & Vaughn",
1869,"Gray, Greer, Shelby & Vaughn LLC","Gray, Greer, Shelby & Vaughn LLC",NULL
1870,Great Oakland Public Schools,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT OAKLAND PUBLIC SCHOOLS",
1871,Great Oakland Public Schools,Go Public Schools,NULL
1872,Great Oakland Public Schools,GO Public Schools Leadership Center,
1873,Great Oakland Public Schools,Go-PAC Sponsored by Great Oakland Public Schools,PAC
1874,Great Oakland Public Schools,GREAT OAKLAND PUBLIC SCHOOL,
1875,Great Oakland Public Schools,GREAT OAKLAND PUBLIC SCHOOL LEADERSHIP CENTER,
1876,Great Oakland Public Schools,Great Oakland Public Schools,NULL
1877,Great Oakland Public Schools,GREAT OAKLAND PUBLIC SCHOOLS,
1878,Great Oakland Public Schools,GREAT OAKLAND PUBLIC SCHOOLS LEADERSHIP,
1879,Great Oakland Public Schools,GREAT OAKLAND PUBLIC SCHOOLS LEADERSHIP CENTER,
1880,Great Oakland Public Schools,Great Oakland Schools,
1881,GREAT OAKS CHARTER SCHOOL - BRIDGEPORT,GREAT OAKS CHARTER SCHOOL - BRIDGEPORT,
1882,GREAT SCHOOL CHOICES,GREAT SCHOOL CHOICES,
1883,GREATER HEIGHT CHURCH,GREATER HEIGHT CHURCH,
1884,Greater Mount Olive Baptist Church,Greater Mount Olive Baptist Church,
1885,Greater St. John Baptist Church,Greater St. John Baptist Church,NULL
1886,GREATSCHOOLS,GREATSCHOOLS,
1887,Greek Orthodox Church,Greek Orthodox Church,NULL
1888,Green,Green,
1889,Green Platform Corp,Green Platform Corp,
1890,Green Street Realty Corp.,Green Street Realty Corp.,NULL
1891,Green Tortoise Hostel,Green Tortoise,
1892,Green Tortoise Hostel,Green Tortoise Hostel,
1893,Greenbelt Alliance,Greenbelt Alliance,
1894,Greene Radovsky Maloney Share & Hennigh LLP,Greene Radovsky Maloney Share & Hennigh LLP,NULL
1895,Greene Radovsky Maloney Share & Hennigh LLP,"Greene, Radovsky, Maloney, Share & Hennigh",
1896,Greenflow HVAC,Greenflow HVAC,
1897,Greenlining Institute,Greenlining Institute,NULL
1898,GREENSIDE DEVELOPMENT FOUNDATION,GREENSIDE DEVELOPMENT FOUNDATION,
1899,Greenstein & McDonald,Greenstein & McDonald,
1900,Greenwood Norwood LLC,Greenwood Norwood LLC,
1901,Greg Lassonde,Greg Lassonde,
1902,Greylock Partners,Greylock Partners,
1903,GridSpeak Corporation,GridSpeak Corporation,NULL
1904,"GROCERY OUTLET, INC.","GROCERY OUTLET, INC.",
1905,"Grodsky & Olecki, LLP","Grodsky & Olecki, LLP",NULL
1906,Grove Salon,Grove Salon,
1907,Grubb Company,Grubb Company,NULL
1908,Grun Strategic,Grun Strategic,NULL
1909,Grun Strategic LLC,Grun Strategic LLC,
1910,"GRUN Strategic, LLC","GRUN Strategic, LLC",
1911,GS Global Marketing,GS Global Marketing,
1912,GSC Logistics,GSC Logisitics,NULL
1913,GSC Logistics,GSC Logistics,
1914,GuideSpark,GuideSpark,NULL
1915,"Guideware, Inc.","Guideware, Inc.",
1916,"Guillen & Campbell Washington for City Council 2014, sponsored committee of the Alameda Labor Council, AFL-CIO","Guillen & Campbell Washington for City Council 2014, sponsored committee of the Alameda Labor Council, AFL-CIO",
1917,Guillermo Dacumos,Guillermo Dacumos,NULL
1918,Guillory Law PC,Guillory Law PC,NULL
1919,Guinn Construction,Guinn Construction,
1920,Gump's,Gump's,NULL
1921,Gunderson Dettmer,Gunderson Dettmer,NULL
1922,Guru Media Solutions,Guru Media Solutions,
1923,Gutierrez Associates,Gutierrez Associates,
1924,Gymboree,Gymboree,NULL
1925,H & L Realty,H & L Realty,NULL
1926,H&L Partners,H&L Partners,
1927,Haas Fund,Haas Fund,
1928,"Habitat for Humanity Peninsula & Greater Williamsburg, VA","Habitat for Humanity Peninsula & Greater Williamsburg, VA",
1929,Habor House,Habor House,
1930,Haddad and Sherwin,Haddad and Sherwin,
1931,Haddon Hill Group,Haddon Hill Group,NULL
1932,Hahn Partners LLC,Hahn Partners LLC,NULL
1933,Haley Law Offices,Haley Law Offices,NULL
1934,Half Moon Brewery,Half Moon Brewery,
1935,Hallinan & Hallinan,Hallinan & Hallinan,NULL
1936,"Hamilton, Cohn, Thatches and Associates","Hamilton, Cohn, Thatches and Associates",
1937,Hampton Inn - Alameda,Hampton Inn - Alameda,NULL
1938,"Handsone Properties, Inc.","Handsone Properties, Inc.",
1939,Hanover County,Hanover County,
1940,"Hanson Bridgett,LLP",Hanson Bridgett,NULL
1941,"Hanson Bridgett,LLP","Hanson Bridgett,LLP",
1942,Hanson Crawford Crum,Hanson Crawford Crum,
1943,Harbor Bay Associates,Harbor Bay Associates,NULL
1944,Harbor Bay Realty,Harbor Bay Realty,
1945,Harbor House,Harbor House,
1946,Harbor House Ministries,Harbor House Ministries,NULL
1947,Harbor Pest Control,Harbor Pest Control,NULL
1948,Harborside Health Center,Harborside Health Center,
1949,Harmon Shragge and Company,Harmon Shragge and Company,NULL
1950,Harper & Associates,Harper & Associates,
1951,Harrison Street Garage,Harrison Street Garage,
1952,"Hartley Construction, Inc.","Hartley Construction, Inc.",
1953,Hassard Bonnington LLP,Hassard Bonnington LLP,
1954,Havey Woo,Havey Woo,NULL
1955,Hawaii Leadership Forum,Hawaii Leadership Forum,NULL
1956,Hawk Development,Hawk Development,NULL
1957,"Hawk Hill Management Company, LLC",Hawk Hill Management Company LLC,
1958,"Hawk Hill Management Company, LLC","Hawk Hill Management Company, LLC",
1959,Hayward Blake,Hayward Blake,NULL
1960,Hayward H. Blake Jr.,Hayward H. Blake Jr.,NULL
1961,HAYWARD UNIFIED SCHOOL DISTRICT,HAYWARD UNIFIED SCHOOL DISTRICT,
1962,Hazon,Hazon,
1963,HBB,HBB,
1964,HDR Inc,HDR Inc,NULL
1965,Health Net,Health Net,
1966,Healthcare Executive,Healthcare Executive,NULL
1967,Healthline,Healthline,
1968,"Healthy Communities, Inc.",Healthy Communities,NULL
1969,"Healthy Communities, Inc.","Healthy Communities, Inc.",NULL
1970,Healthy Oakland,Healthy Oakland,
1971,Healy & Associates,Healy & Associates,NULL
1972,Heart Medicine & Chest Pain Clinic,Heart Medicine & Chest Pain Clinic,NULL
1973,Heather Quintal Design,Heather Quintal (self),
1974,Heather Quintal Design,Heather Quintal Design,
1975,HelioPower,HelioPower,NULL
1976,Hensel Phelps Construction Co.,Hensel Phelps Construction Co.,
1977,Hereford Kerley LLP,Hereford Kerley LLP,NULL
1978,Herman Coliver Locus Architecture,Herman Coliver Locus Architecture,NULL
1979,HFH Central Station Village LLC,HFH Central Station Village LLC,
1980,HFH Central Station Village LLC,HFH Central Village Station,NULL
1981,"Hi-Life Oakland, LLC","Hi-Life Oakland, LLC",
1982,HIAWATHA ACADEMIES,HIAWATHA ACADEMIES,
1983,High Ridge Global,High Ridge Global,
1984,High School Counselor,High School Counselor,
1985,Highfields Capital Management,Highfields Capital Management,NULL
1986,Highland Partners,Highland Partners,
1987,"Highland Property Group, LLC","Highland Property Group, LLC",
1988,Hill & Company Communications,Hill & Company Communications,NULL
1989,Hill & Company Communications,Hill and Company Communications,
1990,"Hillsboro Properties, INC","Hillsboro Properties, INC",
1991,Hines,Hines,
1992,Hinsaw & Culbertson,Hinsaw & Culbertson,NULL
1993,Hip Digital Media Inc.,Hip Digital Media Inc.,
1994,Hipmunk,Hipmunk,
1995,Hitachi GST / Western Digital,Hitachi GST / Western Digital,
1996,HNTB Corporation,HNTB,
1997,HNTB Corporation,HNTB Corporation,NULL
1998,HNTB Corporation,"HNTB Holdings, Ltd. PAC",PAC
1999,Hofmann Management Company LLC,Hofmann Management Company LLC,
2000,Hogan Lovells US LLP,Hogan Lovells US LLP,NULL
2001,Holiday Development,Holiday Development,
2002,Holiday Development Corp,Holiday Development Corp,
2003,"Holiday Inn Express Hotel & Suites - Balaji Enterprises, LLC","Holiday Inn Express Hotel & Suites - Balaji Enterprises, LLC",
2004,Holland & Knight LLP,Holland & Knight,NULL
2005,Holland & Knight LLP,Holland & Knight  LLP,NULL
2006,Holland & Knight LLP,Holland & Knight LLP,NULL
2007,Holland & Knight LLP,Holland and knight,
2008,"Holliday Development, LLC","Holliday Development, LLC",NULL
2009,Holmgren & Associates,Holmgren & Associates,NULL
2010,"Holtzman Sakai, LLP","Holtzman Sakai, LLP",
2011,Holy Names University,Holy Names University,
2012,Home Smart,Home Smart,
2013,Homefrontfan,Homefrontfan,
2014,Homemaker,At home mom,
2015,Homemaker,Home Maker,NULL
2016,Homemaker,Home maker,
2017,Homemaker,Homemaker,NULL
2018,Homemaker,stay at home mom,NULL
2019,Homemaker,Stay at home mom,
2020,Homemaker,at-home mom,
2021,Homemaker,stay-at-home mom,
2022,Homemaker,homemaker,
2023,Homemaker,Stay at home parent,
2024,Homemaker,mom,
2025,Homemaker,Housewife,
2026,Homemaker,housewife,
2027,Homemaker,Stay at home Mom,
2028,Homemaker,mother,
2029,Homemaker,Mother,
2030,Homeowners of Crestmont Association,Homeowners of Crestmont Association,
2031,"Hooper, LUndy and Bookman, P.C.","Hooper, LUndy and Bookman, P.C.",
2032,Hope.org,HOPE,NULL
2033,Hope.org,Hope.org,NULL
2034,Horizon Beverage Company,Horizon Beverage Company,NULL
2035,Hornblower,Hornblower,NULL
2036,Hospice of the East Bay,Hospice of the East Bay,
2037,Host Hospitality,Host Hospitality,
2038,Hotel Valley,Hotel Valley,
2039,Housatonic Partners,Housatonic Partners,NULL
2040,House Kombucha,House Kombucha,NULL
2041,"House of Change, Inc.",House of Change Inc,
2042,"House of Change, Inc.","House of Change, Inc.",NULL
2043,House of Chicken & Waffles,House of Chicken & Waffles,NULL
2044,Housing Consortium of the East Bay,Housing Consortium of the East Bay,
2045,Housing Trust Silicon Valley,Housing Trust Silicon Valley,
2046,Howard Neal,Howard Neal,
2047,Howard Properties,Howard Properties,
2048,Howry Design Associates,Howry Design Associates,
2049,HP,HP,NULL
2050,HP Dental,HP Dental,
2051,HP Investors,HP Investors,
2052,HUB International,HUB International,
2053,Huckleberry Youth Programs,Huckleberry Youth Programs,
2054,Huffman for Senate 2016,Huffman for Senate 2016,
2055,Hughes & Company,Hughes & Company,
2056,Hugo's Tours and Travel,Hugo's Tours and Travel,NULL
2057,Human Impact Partner,Human Impact Partner,
2058,"Humin, Inc","Humin, Inc",
2059,I-SEEED,I-SEEED,
2060,IAM Foundation,IAM Foundation,
2061,Ian Birchall & Associates,Ian Birchall & Associates,
2062,Ian Reid LLC,Ian Reid LLC,
2063,IBEW Local 595,IBEW Local 595,Union
2064,IBEW Local Union No. 617 PAC,IBEW Local Union No. 617 PAC,Union
2065,IBEW PAC Educational Fund,IBEW PAC Educational Fund,Union
2066,IBM,IBM,NULL
2067,"ICD, LLC","ICD, LLC",
2068,Icon,Icon,
2069,IDM Global,IDM Global,
2070,IFPTE Local 21,IFPTE Local 21,Union
2071,IFPTE Local 21,IFPTE Local 21 TJ Anthony PAC Fund (FPPC#881248),Union
2072,IFPTE Local 21,IFTPE Local 21 TJ Anthony PAC Fund (FPPC#881248),Union
2073,IFS,IFS,
2074,Ignacio De La Fuente,Ignacio De La Fuente,
2075,IHA,IHA,
2076,iHealth,iHealth,
2077,Ijichi Perkins & Assoc,Ijichi Perkins & Assoc,NULL
2078,IKON,IKON,
2079,Illinois Department of Human Rights,Illinois Department of Human Rights,
2080,ILLUMINA,ILLUMINA,
2081,ILWU,ILWU,Union
2082,ILWU,ILWU Caucus & Convention,Union
2083,ILWU Local 10,ILWU Local 10,Union
2084,ILWU Local 34 Ship Clerks Association PAC Fund - ID 1264439,ILWU Local 34 Ship Clerks Association PAC Fund - ID 1264439,Union
2085,ILWU/Pacific Maritime Assn,ILWU/Pacific Maritime Assn,Union
2086,ILWU/Pacific Maritime Assn,ILWU/PMA,Union
2087,Imergy Power Systems,Imergy Power Systems,
2088,Impaq International,IMPAQ,
2089,Impaq International,Impaq International,
2090,Imperial Inn,Imperial Inn,
2091,Imri,Imri,
2092,"In Eden Properties, LLC","In Eden Properties, LLC",
2093,In Line Chriopractic Sports & Wellness Center,In Line Chriopractic Sports & Wellness Center,
2094,Incubato Consulting,Incubato Consulting,
2095,Independent Contractor,Independent Contractor,NULL
2096,Independent Insurance Agent,Independent Insurance Agent,NULL
2097,Independent Law Practice Professional,Independent Law Practice Professional,
2098,Indiana University Athletics,Indiana University Athletics,
2099,Industrial & Commercial Bank of China,Industrial & Commercial Bank of China,NULL
2100,INFO REQUESTED,INFO REQUESTED,
2101,InfoGate,InfoGate,
2102,Information Requested,Information Requested,NULL
2103,Infotech Research Studies,Infotech Research Studies,NULL
2104,inknown,inknown,
2105,Inn at Jack London Square,Inn at Jack London Square,NULL
2106,Innerworkings,Innerworkings,
2107,Innovation Access Partners,Innovation Access Partners,
2108,Innovative Interfaces,Innovative Interfaces,NULL
2109,Inova Diagnostics,Inova Diagnostics,
2110,Insect Sciences Museum of California,Insect Sciences Museum of California,NULL
2111,Inside Straight Strategies,Inside Straight Strategies,
2112,Inside Track,Inside Track,NULL
2113,Insight Center for Community Economic Developement,Insight Center for Community Economic Developement,
2114,INSTITUTE FOR CHILD SUCCESS,INSTITUTE FOR CHILD SUCCESS,
2115,Institute for Environmental Entrepreneurship,Institute for Environmental Entrepreneurship,NULL
2116,Institutional Advancement at Chabot Space & Science Center,Institutional Advancement at Chabot Space & Science Center,
2117,Insurance Professional Of Arizona,Insurance Professional Of Arizona,
2118,Insurgent Fitness and Yoga,Insurgent Fitness and Yoga,
2119,Integral Group,Integral Group,
2120,Integrity in Education,Integrity in Education,
2121,Intellectual Property Law Group LLP,Intellectual Property Law Group LLP,
2122,Intellergy Corp.,Intellergy Corp.,NULL
2123,Interchange Counseling Institute,Interchange Counseling Institute,
2124,"Intermodal Logistics, Inc.","Intermodal Logistics, Inc.",
2125,Internal Revenue Service,Internal Revenue Service,
2126,Internal Revenue Service,IRS,
2127,International Alliance of Theatrical Stage Employees,International Alliance of Theatrical Stage Employees,NULL
2128,International Association of Firefighters Local 55,"International Association of Firefighter Local 55 Political Action, Sponsored by: Int'l Assoc. of Firefighter Local 55",Union
2129,International Association of Firefighters Local 55,"Int'l Assn. of FireFighters, Local 55",Union
2130,International Association of Firefighters Local 55,Internation Association of Firefighters Local 55 Political Action Committee,Union
2131,International Association of Firefighters Local 55,International Association of Firefighters Local 55,Union
2132,International Association of Firefighters Local 55,"International Association of Firefighters, Local 55 - Political Action Committee",Union
2133,International Association of Firefighters Local 55,"International Association of Firefighters, Local 55 PAC",Union
2134,International Association of Firefighters Local 55,"International Association of Firefighters, Local 55",Union
2135,International Association of Firefighters Local 55,International Association of Firefighters Local 55 PAC,Union
